,type,month,day,engagement,comment,share,tag_friend,purchase_intention,year,date
4030,gaming,1,4,234954,20659,14411,1082,303,2020,2020-01-04
4031,gaming,1,5,143758,23268,9195,910,232,2020,2020-01-05
4032,gaming,1,6,168539,22707,11181,1122,255,2020,2020-01-06
4033,gaming,1,7,297999,23418,32563,3101,353,2020,2020-01-07
4034,gaming,1,8,312115,22658,27717,3030,314,2020,2020-01-08
4035,gaming,1,9,225313,19754,18410,1629,248,2020,2020-01-09
4036,gaming,1,10,222797,27065,18487,2455,400,2020,2020-01-10
4037,gaming,1,11,259243,28352,27317,2096,407,2020,2020-01-11
4038,gaming,1,12,238280,26326,16814,1411,223,2020,2020-01-12
4039,gaming,1,13,205133,24758,15487,1561,267,2020,2020-01-13
4040,gaming,1,14,376437,25848,32101,3726,315,2020,2020-01-14
4041,gaming,1,15,184114,18521,9601,1524,292,2020,2020-01-15
4042,gaming,1,16,270212,23780,39701,2079,318,2020,2020-01-16
4043,gaming,1,17,244160,24833,18634,1527,278,2020,2020-01-17
4044,gaming,1,18,253255,30422,18144,1638,282,2020,2020-01-18
4045,gaming,1,19,170315,30170,8991,1271,316,2020,2020-01-19
4046,gaming,1,20,298542,32049,21533,1402,286,2020,2020-01-20
4047,gaming,1,21,203593,21376,20058,2450,277,2020,2020-01-21
4048,gaming,1,22,226257,28226,20317,2456,358,2020,2020-01-22
4049,gaming,1,23,299553,31392,34297,3067,340,2020,2020-01-23
4050,gaming,1,24,280763,19900,18176,2050,287,2020,2020-01-24
4051,gaming,1,25,289386,17328,24472,969,169,2020,2020-01-25
4052,gaming,1,26,310487,32890,24904,1854,525,2020,2020-01-26
4053,gaming,1,27,204683,22973,16275,1703,227,2020,2020-01-27
4054,gaming,1,28,340515,28293,37688,7196,516,2020,2020-01-28
4055,gaming,1,29,275929,20394,18036,1786,283,2020,2020-01-29
4056,gaming,1,30,214453,14880,18862,1970,206,2020,2020-01-30
4057,gaming,1,31,304420,24773,21573,1750,218,2020,2020-01-31
4058,gaming,2,1,239888,19071,21440,1779,275,2020,2020-02-01
4059,gaming,2,2,356406,23805,16973,1205,354,2020,2020-02-02
4060,gaming,2,3,318334,26824,24432,1370,285,2020,2020-02-03
4061,gaming,2,4,282424,32269,35452,3702,427,2020,2020-02-04
4062,gaming,2,5,309169,34712,28634,1476,299,2020,2020-02-05
4063,gaming,2,6,261158,39193,22199,2086,359,2020,2020-02-06
4064,gaming,2,7,254419,30059,17173,1405,355,2020,2020-02-07
4065,gaming,2,8,354178,31955,31375,3499,274,2020,2020-02-08
4066,gaming,2,9,191301,25407,10797,964,216,2020,2020-02-09
4067,gaming,2,10,291278,41625,16514,1261,330,2020,2020-02-10
4068,gaming,2,11,248265,32879,17051,1856,273,2020,2020-02-11
4069,gaming,2,12,273082,27890,20974,2384,315,2020,2020-02-12
4070,gaming,2,13,265552,28418,36083,2732,291,2020,2020-02-13
4071,gaming,2,14,330140,26063,25939,5910,321,2020,2020-02-14
4072,gaming,2,15,211538,28071,9118,1122,233,2020,2020-02-15
4073,gaming,2,16,346137,27954,47888,2047,259,2020,2020-02-16
4074,gaming,2,17,312251,26799,19255,2580,312,2020,2020-02-17
4075,gaming,2,18,286209,31665,32427,4007,295,2020,2020-02-18
4076,gaming,2,19,285093,30973,22827,2099,336,2020,2020-02-19
4077,gaming,2,20,220448,26947,17314,2475,248,2020,2020-02-20
4078,gaming,2,21,289026,34201,23404,2417,281,2020,2020-02-21
4079,gaming,2,22,460116,35183,34955,2668,257,2020,2020-02-22
4080,gaming,2,23,167721,28089,9545,1064,201,2020,2020-02-23
4081,gaming,2,24,256834,20156,20156,1279,216,2020,2020-02-24
4082,gaming,2,25,301676,20039,14791,1583,267,2020,2020-02-25
4083,gaming,2,26,248021,22567,23479,2844,267,2020,2020-02-26
4084,gaming,2,27,273185,28427,27269,5260,326,2020,2020-02-27
4085,gaming,2,28,355986,25652,25516,5136,374,2020,2020-02-28
4086,gaming,2,29,209511,23807,12597,1759,288,2020,2020-02-29
4087,gaming,3,1,240338,28942,20942,1671,217,2020,2020-03-01
4088,gaming,3,2,233340,22288,16750,2035,214,2020,2020-03-02
4089,gaming,3,3,281463,29164,23203,4190,300,2020,2020-03-03
4090,gaming,3,4,239714,26618,16574,2043,1427,2020,2020-03-04
4091,gaming,3,5,283198,30420,18677,2863,322,2020,2020-03-05
4092,gaming,3,6,235313,25889,16538,2153,332,2020,2020-03-06
4093,gaming,3,7,207724,29417,14200,1832,209,2020,2020-03-07
4094,gaming,3,8,331337,34147,32157,3880,288,2020,2020-03-08
4095,gaming,3,9,230577,21825,15919,2901,233,2020,2020-03-09
4096,gaming,3,10,259875,33474,22129,5274,389,2020,2020-03-10
4097,gaming,3,11,301802,38745,35409,4805,577,2020,2020-03-11
4098,gaming,3,12,311886,32917,25682,4523,506,2020,2020-03-12
4099,gaming,3,13,254686,30013,14710,1558,290,2020,2020-03-13
4100,gaming,3,14,266778,22840,13609,2028,213,2020,2020-03-14
4101,gaming,3,15,196650,26214,8326,1358,254,2020,2020-03-15
4102,gaming,3,16,341994,36299,33306,3611,297,2020,2020-03-16
4103,gaming,3,17,485800,39993,26371,3555,386,2020,2020-03-17
4104,gaming,3,18,404959,54740,64900,17928,693,2020,2020-03-18
4105,gaming,3,19,385586,35031,31094,4536,415,2020,2020-03-19
4106,gaming,3,20,377123,34523,43338,4071,367,2020,2020-03-20
4107,gaming,3,21,190616,22521,20071,3255,257,2020,2020-03-21
4108,gaming,3,22,291970,33566,19413,3094,301,2020,2020-03-22
4109,gaming,3,23,208138,34607,14639,2107,326,2020,2020-03-23
4110,gaming,3,24,287434,41513,33187,6178,326,2020,2020-03-24
4111,gaming,3,25,317825,43389,35119,7678,885,2020,2020-03-25
4112,gaming,3,26,268534,48440,27106,9263,642,2020,2020-03-26
4113,gaming,3,27,312064,42119,25270,3481,327,2020,2020-03-27
4114,gaming,3,28,383775,44676,38231,3181,385,2020,2020-03-28
4115,gaming,3,29,276267,35580,22270,3231,357,2020,2020-03-29
4116,gaming,3,30,346482,38757,35551,5953,455,2020,2020-03-30
4117,gaming,4,1,408670,47428,23967,5239,534,2020,2020-04-01
4118,gaming,4,2,251217,39833,21036,3361,573,2020,2020-04-02
4119,gaming,4,3,336222,37401,24999,2534,298,2020,2020-04-03
4120,gaming,4,4,336541,36262,21776,2729,452,2020,2020-04-04
4121,gaming,4,5,415303,41877,44226,3592,361,2020,2020-04-05
4122,gaming,4,6,460530,46093,56234,3479,408,2020,2020-04-06
4123,gaming,4,7,334103,34998,20531,3274,523,2020,2020-04-07
4124,gaming,4,8,411415,43377,34292,5626,473,2020,2020-04-08
4125,gaming,4,9,343656,36522,22619,2553,287,2020,2020-04-09
4126,gaming,4,10,295653,34135,19603,2831,341,2020,2020-04-10
4127,gaming,4,11,786224,299834,77059,4910,1149,2020,2020-04-11
4128,gaming,4,12,294236,25798,19635,2177,2050,2020,2020-04-12
4129,gaming,4,13,577471,167228,51436,4707,729,2020,2020-04-13
4130,gaming,4,14,318822,34696,24471,2743,291,2020,2020-04-14
4131,gaming,4,15,299969,30873,19847,2882,333,2020,2020-04-15
4132,gaming,4,16,388304,47076,25928,3968,551,2020,2020-04-16
4133,gaming,4,17,342262,42364,25892,8133,680,2020,2020-04-17
4134,gaming,4,18,479771,41532,29002,2879,410,2020,2020-04-18
4135,gaming,4,19,367416,31852,18838,1851,242,2020,2020-04-19
4136,gaming,4,20,387773,39818,24885,2875,375,2020,2020-04-20
4137,gaming,4,21,377245,36018,39105,3295,374,2020,2020-04-21
4138,gaming,4,22,380342,43576,38542,6235,549,2020,2020-04-22
4139,gaming,4,23,440943,45538,31970,3316,443,2020,2020-04-23
4140,gaming,4,24,377759,41098,24179,3818,460,2020,2020-04-24
4141,gaming,4,25,414857,44653,33492,5438,771,2020,2020-04-25
4142,gaming,4,26,329858,29041,18561,1734,274,2020,2020-04-26
4143,gaming,4,27,390770,35483,22993,3217,326,2020,2020-04-27
4144,gaming,4,28,387177,34905,22966,4171,466,2020,2020-04-28
4145,gaming,4,29,351490,33509,21474,2870,404,2020,2020-04-29
4146,gaming,4,30,473580,39018,34781,6816,395,2020,2020-04-30
4147,gaming,5,1,444470,39571,33955,5220,440,2020,2020-05-01
4148,gaming,5,2,593048,49906,75342,6949,442,2020,2020-05-02
4149,gaming,5,3,423246,29583,23382,1646,300,2020,2020-05-03
4150,gaming,5,4,317824,33674,21917,2696,345,2020,2020-05-04
4151,gaming,5,5,287013,33932,14617,1909,358,2020,2020-05-05
4152,gaming,5,6,261029,27566,16887,2133,276,2020,2020-05-06
4153,gaming,5,7,375602,39138,24506,3159,418,2020,2020-05-07
4154,gaming,5,8,394837,35260,31607,3323,1596,2020,2020-05-08
4155,gaming,5,9,388054,33777,28670,4234,416,2020,2020-05-09
4156,gaming,5,10,446083,47731,46586,16445,930,2020,2020-05-10
4157,gaming,5,11,267843,32134,17951,2976,375,2020,2020-05-11
4158,gaming,5,12,313163,34660,18375,3210,391,2020,2020-05-12
4159,gaming,5,13,266574,27172,17055,2423,312,2020,2020-05-13
4160,gaming,5,14,588683,63262,82837,15712,751,2020,2020-05-14
4161,gaming,5,15,446732,44766,39809,6389,542,2020,2020-05-15
4162,gaming,5,16,392169,36250,21486,2733,323,2020,2020-05-16
4163,gaming,5,17,379530,52030,24570,15881,1153,2020,2020-05-17
4164,gaming,5,18,237323,29889,13866,2163,282,2020,2020-05-18
4165,gaming,5,19,415899,45212,23164,3935,480,2020,2020-05-19
4166,gaming,5,20,456594,37391,28351,3895,423,2020,2020-05-20
4167,gaming,5,21,491596,41113,35799,5428,399,2020,2020-05-21
4168,gaming,5,22,398420,37383,23472,3226,464,2020,2020-05-22
4169,gaming,5,23,397148,35559,21545,2529,317,2020,2020-05-23
4170,gaming,5,24,330760,28903,16996,1688,228,2020,2020-05-24
4171,gaming,5,25,469666,45455,29740,3038,362,2020,2020-05-25
4172,gaming,5,26,378334,39614,26408,3239,458,2020,2020-05-26
4173,gaming,5,27,376284,36084,25316,3710,384,2020,2020-05-27
4174,gaming,5,28,401265,58213,26293,5013,531,2020,2020-05-28
4175,gaming,5,29,395534,36276,31098,4598,433,2020,2020-05-29
4176,gaming,5,30,408384,48228,23823,3174,401,2020,2020-05-30
4177,gaming,5,31,324911,38069,18666,2186,311,2020,2020-05-31
4178,gaming,6,1,345367,33931,20910,3709,328,2020,2020-06-01
4179,gaming,6,2,411944,47961,28849,3041,460,2020,2020-06-02
4180,gaming,6,3,359753,63588,27889,3689,575,2020,2020-06-03
4181,gaming,6,4,448732,61463,32630,7741,731,2020,2020-06-04
4182,gaming,6,5,350374,45827,18583,2106,467,2020,2020-06-05
4183,gaming,6,6,366836,37783,21952,2100,422,2020,2020-06-06
4184,gaming,6,7,318514,33120,13306,2103,328,2020,2020-06-07
4185,gaming,6,8,440112,51412,33207,3574,486,2020,2020-06-08
4186,gaming,6,9,490587,36304,37831,4515,414,2020,2020-06-09
4187,gaming,6,10,414588,42052,34119,4534,611,2020,2020-06-10
4188,gaming,6,11,445254,47179,30034,4729,429,2020,2020-06-11
4189,gaming,6,12,509152,40601,54386,6951,619,2020,2020-06-12
4190,gaming,6,13,392778,27613,16142,1543,245,2020,2020-06-13
4191,gaming,6,14,387608,28357,27758,5329,375,2020,2020-06-14
4192,gaming,6,15,324306,36829,22648,3326,317,2020,2020-06-15
4193,gaming,6,16,335427,29869,55987,8628,448,2020,2020-06-16
4194,gaming,6,17,371041,35361,33174,7503,573,2020,2020-06-17
4195,gaming,6,18,372988,25622,24094,4054,382,2020,2020-06-18
4196,gaming,6,19,440022,51162,31047,5801,532,2020,2020-06-19
4197,gaming,6,20,389145,40053,20801,2369,275,2020,2020-06-20
4198,gaming,6,21,408298,41365,18027,2130,287,2020,2020-06-21
4199,gaming,6,22,557965,46925,32522,5727,466,2020,2020-06-22
4200,gaming,6,23,530570,50062,26017,3562,485,2020,2020-06-23
4201,gaming,6,24,488735,30964,35636,5875,435,2020,2020-06-24
4202,gaming,6,25,339631,30778,21565,4058,384,2020,2020-06-25
4203,gaming,6,26,428663,39311,28151,5718,497,2020,2020-06-26
4204,gaming,6,27,389286,22907,24532,2345,251,2020,2020-06-27
4205,gaming,6,28,398190,25732,17622,2084,185,2020,2020-06-28
4206,gaming,6,29,448092,27106,46105,4433,280,2020,2020-06-29
4207,gaming,7,1,503632,35205,48145,5355,422,2020,2020-07-01
4208,gaming,7,2,354104,31597,27568,4042,366,2020,2020-07-02
4209,gaming,7,3,422257,23058,39564,3178,294,2020,2020-07-03
4210,gaming,7,4,334295,26184,23379,3077,339,2020,2020-07-04
4211,gaming,7,5,374692,29103,24925,2130,201,2020,2020-07-05
4212,gaming,7,6,373373,33407,30890,6487,395,2020,2020-07-06
4213,gaming,7,7,387826,27431,21272,3227,360,2020,2020-07-07
4214,gaming,7,8,246042,19897,12352,1465,222,2020,2020-07-08
4215,gaming,7,9,376806,42374,31437,14752,913,2020,2020-07-09
4216,gaming,7,10,404018,31635,32500,3532,375,2020,2020-07-10
4217,gaming,7,11,453393,34786,33429,2814,309,2020,2020-07-11
4218,gaming,7,12,277881,28520,22881,2324,325,2020,2020-07-12
4219,gaming,7,13,369116,33295,27567,4167,394,2020,2020-07-13
4220,gaming,7,14,450582,36862,29015,3728,439,2020,2020-07-14
4221,gaming,7,15,358884,27348,17533,3271,314,2020,2020-07-15
4222,gaming,7,16,457210,27031,27722,3049,380,2020,2020-07-16
4223,gaming,7,17,408418,38674,23077,3509,445,2020,2020-07-17
4224,gaming,7,18,410802,33860,16313,2358,288,2020,2020-07-18
4225,gaming,7,19,445145,41135,23969,3141,341,2020,2020-07-19
4226,gaming,7,20,358088,28606,28287,2300,317,2020,2020-07-20
4227,gaming,7,21,455143,32214,28880,3275,362,2020,2020-07-21
4228,gaming,7,22,310923,31447,23500,2417,261,2020,2020-07-22
4229,gaming,7,23,544502,26958,28215,2842,308,2020,2020-07-23
4230,gaming,7,24,323708,23861,18501,2692,291,2020,2020-07-24
4231,gaming,7,25,410619,33364,18166,1870,349,2020,2020-07-25
4232,gaming,7,26,363021,27500,19622,1964,227,2020,2020-07-26
4233,gaming,7,27,544266,25223,23488,2456,292,2020,2020-07-27
4234,gaming,7,28,413741,50797,27795,4040,534,2020,2020-07-28
4235,gaming,7,29,305209,18390,22678,4609,375,2020,2020-07-29
4236,gaming,7,30,426824,39422,32418,12118,825,2020,2020-07-30
4237,gaming,7,31,417131,30092,23365,2728,298,2020,2020-07-31
4238,gaming,8,1,377916,31388,18977,3158,288,2020,2020-08-01
4239,gaming,8,2,272412,24515,19630,2597,291,2020,2020-08-02
4240,gaming,8,3,418264,37563,31218,2948,339,2020,2020-08-03
4241,gaming,8,4,466863,34013,24765,3432,394,2020,2020-08-04
4242,gaming,8,5,297001,28145,17744,3262,471,2020,2020-08-05
4243,gaming,8,6,323250,27949,20904,3013,399,2020,2020-08-06
4244,gaming,8,7,426131,27368,24192,3520,302,2020,2020-08-07
4245,gaming,8,8,440201,28905,25849,3214,363,2020,2020-08-08
4246,gaming,8,9,311534,19185,25934,2142,273,2020,2020-08-09
4247,gaming,8,10,390912,32235,19780,2677,329,2020,2020-08-10
4248,gaming,8,11,366691,20265,34128,3679,250,2020,2020-08-11
4249,gaming,8,12,400763,24539,24251,2926,352,2020,2020-08-12
4250,gaming,8,13,405858,23885,20588,3846,235,2020,2020-08-13
4251,gaming,8,14,375647,30029,23703,4840,363,2020,2020-08-14
4252,gaming,8,15,366590,23809,19852,2492,302,2020,2020-08-15
4253,gaming,8,16,263431,26734,15164,1672,265,2020,2020-08-16
4254,gaming,8,17,388403,22688,25919,2636,257,2020,2020-08-17
4255,gaming,8,18,406713,22040,27294,2609,305,2020,2020-08-18
4256,gaming,8,19,286824,29141,22070,3071,373,2020,2020-08-19
4257,gaming,8,20,375817,20799,34729,4102,344,2020,2020-08-20
4258,gaming,8,21,335186,26931,20842,2773,330,2020,2020-08-21
4259,gaming,8,22,329613,27281,18741,2920,332,2020,2020-08-22
4260,gaming,8,23,361929,32059,23685,2458,359,2020,2020-08-23
4261,gaming,8,24,318942,21903,16593,2750,232,2020,2020-08-24
4262,gaming,8,25,499151,24450,40793,3562,304,2020,2020-08-25
4263,gaming,8,26,387321,30685,27007,2984,523,2020,2020-08-26
4264,gaming,8,27,360573,29420,25069,3774,398,2020,2020-08-27
4265,gaming,8,28,434640,25568,44335,6317,475,2020,2020-08-28
4266,gaming,8,29,558738,22962,46531,3276,273,2020,2020-08-29
4267,gaming,8,30,246730,20958,13131,1715,233,2020,2020-08-30
4268,gaming,8,31,384538,19222,21211,2808,260,2020,2020-08-31
4269,gaming,9,1,372649,25445,31465,5370,366,2020,2020-09-01
4270,gaming,9,2,353523,30761,20601,3339,358,2020,2020-09-02
4271,gaming,9,3,384585,27020,27470,5498,374,2020,2020-09-03
4272,gaming,9,4,363526,25771,24261,3068,260,2020,2020-09-04
4273,gaming,9,5,376098,31844,18413,2410,303,2020,2020-09-05
4274,gaming,9,6,326281,33675,16107,3769,271,2020,2020-09-06
4275,gaming,9,7,362432,24510,17105,2200,250,2020,2020-09-07
4276,gaming,9,8,324517,23026,27108,2921,248,2020,2020-09-08
4277,gaming,9,9,383915,21409,31017,3913,318,2020,2020-09-09
4278,gaming,9,10,340908,22993,21250,2969,280,2020,2020-09-10
4279,gaming,9,11,344894,22008,23069,2586,324,2020,2020-09-11
4280,gaming,9,12,468172,28191,41864,3209,328,2020,2020-09-12
4281,gaming,9,13,307615,27715,25586,1821,209,2020,2020-09-13
4282,gaming,9,14,377571,30190,27269,3402,507,2020,2020-09-14
4283,gaming,9,15,393934,28203,28824,3551,325,2020,2020-09-15
4284,gaming,9,16,363539,24134,43140,5449,293,2020,2020-09-16
4285,gaming,9,17,566800,46523,70827,12438,749,2020,2020-09-17
4286,gaming,9,18,411812,31296,31444,4346,376,2020,2020-09-18
4287,gaming,9,19,380714,25025,18363,1923,297,2020,2020-09-19
4288,gaming,9,20,341715,31492,16983,2186,213,2020,2020-09-20
4289,gaming,9,21,380609,31284,34320,4200,353,2020,2020-09-21
4290,gaming,9,22,323422,29849,24440,5285,447,2020,2020-09-22
4291,gaming,9,23,232281,23915,18145,3713,345,2020,2020-09-23
4292,gaming,9,24,421359,36131,38003,6348,528,2020,2020-09-24
4293,gaming,9,25,473044,35897,35800,5280,378,2020,2020-09-25
4294,gaming,9,26,369685,25353,20448,2736,314,2020,2020-09-26
4295,gaming,9,27,375852,25708,25795,2828,257,2020,2020-09-27
4296,gaming,9,28,420317,34295,23978,2572,322,2020,2020-09-28
4297,gaming,9,29,377872,39502,23199,2955,371,2020,2020-09-29
4298,gaming,10,1,357429,23669,21264,3607,323,2020,2020-10-01
4299,gaming,10,2,337848,41539,30481,6921,531,2020,2020-10-02
4300,gaming,10,3,293697,27058,17879,2170,273,2020,2020-10-03
4301,gaming,10,4,279718,28710,19167,2242,312,2020,2020-10-04
4302,gaming,10,5,340511,21636,19403,2574,278,2020,2020-10-05
4303,gaming,10,6,403683,28464,33066,3439,400,2020,2020-10-06
4304,gaming,10,7,280072,25921,17445,2839,334,2020,2020-10-07
4305,gaming,10,8,388435,41191,45788,11718,828,2020,2020-10-08
4306,gaming,10,9,328944,23724,21596,2917,301,2020,2020-10-09
4307,gaming,10,10,493017,27118,65217,8452,327,2020,2020-10-10
4308,gaming,10,11,325606,19924,25417,2596,277,2020,2020-10-11
4309,gaming,10,12,422922,33981,35113,3693,335,2020,2020-10-12
4310,gaming,10,13,610172,40669,47472,4497,418,2020,2020-10-13
4311,gaming,10,14,376272,24728,44766,4179,329,2020,2020-10-14
4312,gaming,10,15,442363,32745,28852,2979,352,2020,2020-10-15
4313,gaming,10,16,504054,17470,31987,1706,216,2020,2020-10-16
4314,gaming,10,17,357278,24466,23500,5679,346,2020,2020-10-17
4315,gaming,10,18,386154,19062,25830,2105,208,2020,2020-10-18
4316,gaming,10,19,460464,30140,20425,2311,210,2020,2020-10-19
4317,gaming,10,20,475124,36722,35848,4000,387,2020,2020-10-20
4318,gaming,10,21,312632,20965,18262,1825,236,2020,2020-10-21
4319,gaming,10,22,500612,29125,26322,2021,286,2020,2020-10-22
4320,gaming,10,23,300559,22349,16944,2012,245,2020,2020-10-23
4321,gaming,10,24,379905,19003,17861,2216,206,2020,2020-10-24
4322,gaming,10,25,239547,24893,9799,1386,227,2020,2020-10-25
4323,gaming,10,26,439392,31753,22041,4738,878,2020,2020-10-26
4324,gaming,10,27,444735,37346,26121,3701,281,2020,2020-10-27
4325,gaming,10,28,351053,30295,17919,2543,326,2020,2020-10-28
4326,gaming,10,29,437584,30329,29433,3811,355,2020,2020-10-29
4327,gaming,10,30,432371,29601,27265,9964,3090,2020,2020-10-30
4328,gaming,10,31,438889,14033,19737,2582,204,2020,2020-10-31
4329,gaming,11,1,420870,34674,17595,1894,314,2020,2020-11-01
4330,gaming,11,2,349745,32744,26412,3310,242,2020,2020-11-02
4331,gaming,11,3,385937,34507,26742,3780,299,2020,2020-11-03
4332,gaming,11,4,338621,17577,18415,2138,240,2020,2020-11-04
4333,gaming,11,5,385986,30308,19287,3282,275,2020,2020-11-05
4334,gaming,11,6,402569,22460,21682,3280,359,2020,2020-11-06
4335,gaming,11,7,300257,19726,15583,2310,218,2020,2020-11-07
4336,gaming,11,8,356748,23463,28648,2921,190,2020,2020-11-08
4337,gaming,11,9,344870,29101,29170,3983,294,2020,2020-11-09
4338,gaming,11,10,476323,37371,25660,3127,333,2020,2020-11-10
4339,gaming,11,11,439971,60934,23389,4156,503,2020,2020-11-11
4340,gaming,11,12,301802,23961,17146,2751,276,2020,2020-11-12
4341,gaming,11,13,349769,32219,29141,9159,2273,2020,2020-11-13
4342,gaming,11,14,387820,18807,22080,3336,230,2020,2020-11-14
4343,gaming,11,15,338661,20651,18597,2556,279,2020,2020-11-15
4344,gaming,11,16,340886,29296,21920,2401,279,2020,2020-11-16
4345,gaming,11,17,403643,21253,23262,2853,213,2020,2020-11-17
4346,gaming,11,18,320771,20955,17310,2915,278,2020,2020-11-18
4347,gaming,11,19,473304,37448,38762,8693,344,2020,2020-11-19
4348,gaming,11,20,405065,30495,22382,3596,246,2020,2020-11-20
4349,gaming,11,21,323126,21050,13825,2791,226,2020,2020-11-21
4350,gaming,11,22,320490,30997,14315,1515,254,2020,2020-11-22
4351,gaming,11,23,396474,35679,35935,4606,290,2020,2020-11-23
4352,gaming,11,24,371902,32644,24585,3743,361,2020,2020-11-24
4353,gaming,11,25,308316,23754,20805,4117,312,2020,2020-11-25
4354,gaming,11,26,449024,35308,33252,4678,451,2020,2020-11-26
4355,gaming,11,27,467470,31503,72175,5022,365,2020,2020-11-27
4356,gaming,11,28,343461,28684,21902,3747,297,2020,2020-11-28
4357,gaming,11,29,480593,37249,25435,3567,277,2020,2020-11-29
4358,gaming,11,30,343746,19218,47906,2797,237,2020,2020-11-30
4359,gaming,12,1,302089,27820,15448,2360,258,2020,2020-12-01
4360,gaming,12,2,401595,29078,38886,6511,325,2020,2020-12-02
4361,gaming,12,3,440079,29502,23785,2523,315,2020,2020-12-03
4362,gaming,12,4,661254,300835,24342,3355,440,2020,2020-12-04
4363,gaming,12,5,335519,29633,14331,2321,317,2020,2020-12-05
4364,gaming,12,6,412160,37749,22706,2683,270,2020,2020-12-06
4365,gaming,12,7,320173,31063,17855,2800,245,2020,2020-12-07
4366,gaming,12,8,424600,31705,33532,4035,315,2020,2020-12-08
4367,gaming,12,9,290598,19163,17485,2842,275,2020,2020-12-09
4368,gaming,12,10,521297,29933,44543,4556,310,2020,2020-12-10
4369,gaming,12,11,452360,40695,38144,6119,430,2020,2020-12-11
4370,gaming,12,12,475797,40426,35499,4406,286,2020,2020-12-12
4371,gaming,12,13,706228,43010,52865,4641,273,2020,2020-12-13
4372,gaming,12,14,398879,37071,27553,3728,315,2020,2020-12-14
4373,gaming,12,15,443386,35638,33770,4524,357,2020,2020-12-15
4374,gaming,12,16,432224,36463,52633,6850,400,2020,2020-12-16
4375,gaming,12,17,385886,32841,34520,4698,375,2020,2020-12-17
4376,gaming,12,18,383708,28714,20379,3304,286,2020,2020-12-18
4377,gaming,12,19,409396,24876,39379,3637,265,2020,2020-12-19
4378,gaming,12,20,346393,22041,18194,1805,172,2020,2020-12-20
4379,gaming,12,21,395639,19864,21861,3471,318,2020,2020-12-21
4380,gaming,12,22,345919,31270,25797,3855,190,2020,2020-12-22
4381,gaming,12,23,477553,27174,32198,6345,324,2020,2020-12-23
4382,gaming,12,24,362008,30403,22486,3709,187,2020,2020-12-24
4383,gaming,12,25,369917,25459,18877,2275,244,2020,2020-12-25
4384,gaming,12,26,360497,32487,28023,2886,421,2020,2020-12-26
4385,gaming,12,27,337052,17148,31716,3121,223,2020,2020-12-27
4386,gaming,12,28,428446,23936,44875,5917,252,2020,2020-12-28
4387,gaming,12,29,317737,27132,21045,3037,205,2020,2020-12-29
4388,gaming,12,30,261382,17795,18162,3732,197,2020,2020-12-30
4389,health,1,1,88775,5323,6164,749,636,2020,2020-01-01
4390,health,1,2,103065,5145,8502,1026,331,2020,2020-01-02
4391,health,1,3,180019,6446,10430,1626,268,2020,2020-01-03
4392,health,1,4,190379,13275,22784,6498,567,2020,2020-01-04
4393,health,1,5,106037,4129,10010,743,135,2020,2020-01-05
4394,health,1,6,195108,11711,21134,4682,402,2020,2020-01-06
4395,health,1,7,128976,6777,18446,1505,321,2020,2020-01-07
4396,health,1,8,170975,9996,19453,3103,2337,2020,2020-01-08
4397,health,1,9,171067,5359,13519,954,274,2020,2020-01-09
4398,health,1,10,182703,8161,16586,1947,431,2020,2020-01-10
4399,health,1,11,150247,3310,38337,955,117,2020,2020-01-11
4400,health,1,12,89333,5709,12392,888,201,2020,2020-01-12
4401,health,1,13,169681,8552,13139,1913,365,2020,2020-01-13
4402,health,1,14,133664,8876,8976,1166,304,2020,2020-01-14
4403,health,1,15,122511,4327,14153,1266,149,2020,2020-01-15
4404,health,1,16,107230,6151,12568,2755,453,2020,2020-01-16
4405,health,1,17,153485,7252,14444,1127,162,2020,2020-01-17
4406,health,1,18,153357,6061,11309,1716,264,2020,2020-01-18
4407,health,1,19,151120,8789,11111,1929,205,2020,2020-01-19
4408,health,1,20,174925,8065,30385,1433,168,2020,2020-01-20
4409,health,1,21,127348,7905,11122,1188,403,2020,2020-01-21
4410,health,1,22,247328,11125,67029,4453,311,2020,2020-01-22
4411,health,1,23,261619,8404,35410,3365,303,2020,2020-01-23
4412,health,1,24,187840,8510,37501,1207,206,2020,2020-01-24
4413,health,1,25,195543,6794,25468,2135,267,2020,2020-01-25
4414,health,1,26,109302,4261,15636,969,272,2020,2020-01-26
4415,health,1,27,294856,10340,55280,3149,262,2020,2020-01-27
4416,health,1,28,290401,13612,45517,4833,644,2020,2020-01-28
4417,health,1,29,124066,3904,16553,1138,122,2020,2020-01-29
4418,health,1,30,130476,5662,12452,1572,269,2020,2020-01-30
4419,health,1,31,144174,6263,17047,1334,195,2020,2020-01-31
4420,health,2,1,98544,5129,14832,1515,200,2020,2020-02-01
4421,health,2,2,157346,6222,12997,1300,513,2020,2020-02-02
4422,health,2,3,293457,12233,16824,2093,363,2020,2020-02-03
4423,health,2,4,170698,9380,15645,2285,360,2020,2020-02-04
4424,health,2,5,310213,10385,23871,1804,347,2020,2020-02-05
4425,health,2,6,138971,6696,11296,1940,247,2020,2020-02-06
4426,health,2,7,244835,7697,30872,2043,323,2020,2020-02-07
4427,health,2,8,362724,9515,23026,1390,181,2020,2020-02-08
4428,health,2,9,367982,12990,17915,1449,307,2020,2020-02-09
4429,health,2,10,506830,24428,31160,3400,433,2020,2020-02-10
4430,health,2,11,448070,18171,24213,4237,380,2020,2020-02-11
